Race,Sex,Ethnicity,County,Count,Age,Year
Asian,Male,Not Hispanic,5,25,7,2024
Asian,Female,Not Hispanic,5,2,7,2024
TOM,Male,Not Hispanic,5,11,7,2024
TOM,Female,Not Hispanic,5,8,7,2024
White,Male,Hispanic,5,74,7,2024
White,Female,Hispanic,5,6,7,2024
Black,Male,Hispanic,5,3,7,2024
Black,Female,Hispanic,5,2,7,2024
AIAN,Male,Hispanic,5,3,7,2024
AIAN,Female,Hispanic,5,1,7,2024
NHOPI,Female,Hispanic,5,1,7,2024
TOM,Male,Hispanic,5,2,7,2024
White,Male,Not Hispanic,5,446,8,2024
White,Female,Not Hispanic,5,400,8,2024
Black,Male,Not Hispanic,5,138,8,2024
Black,Female,Not Hispanic,5,22,8,2024
AIAN,Male,Not Hispanic,5,6,8,2024
AIAN,Female,Not Hispanic,5,6,8,2024
Asian,Male,Not Hispanic,5,1,8,2024
Asian,Female,Not Hispanic,5,5,8,2024
TOM,Male,Not Hispanic,5,7,8,2024
TOM,Female,Not Hispanic,5,7,8,2024
White,Male,Hispanic,5,70,8,2024
White,Female,Hispanic,5,11,8,2024
Black,Male,Hispanic,5,4,8,2024
Black,Female,Hispanic,5,2,8,2024
AIAN,Male,Hispanic,5,2,8,2024
AIAN,Female,Hispanic,5,1,8,2024
NHOPI,Female,Hispanic,5,5,8,2024
TOM,Male,Hispanic,5,1,8,2024
White,Male,Not Hispanic,5,430,9,2024
White,Female,Not Hispanic,5,426,9,2024
Black,Male,Not Hispanic,5,93,9,2024
Black,Female,Not Hispanic,5,19,9,2024
AIAN,Male,Not Hispanic,5,2,9,2024
AIAN,Female,Not Hispanic,5,2,9,2024
Asian,Male,Not Hispanic,5,3,9,2024
Asian,Female,Not Hispanic,5,7,9,2024
NHOPI,Male,Not Hispanic,5,1,9,2024
TOM,Male,Not Hispanic,5,5,9,2024
TOM,Female,Not Hispanic,5,2,9,2024
White,Male,Hispanic,5,42,9,2024
White,Female,Hispanic,5,10,9,2024
Black,Male,Hispanic,5,4,9,2024
Black,Female,Hispanic,5,1,9,2024
AIAN,Male,Hispanic,5,2,9,2024
TOM,Male,Hispanic,5,3,9,2024
TOM,Female,Hispanic,5,1,9,2024
White,Male,Not Hispanic,5,406,10,2024
White,Female,Not Hispanic,5,431,10,2024
Black,Male,Not Hispanic,5,54,10,2024
Black,Female,Not Hispanic,5,20,10,2024
AIAN,Male,Not Hispanic,5,6,10,2024
AIAN,Female,Not Hispanic,5,1,10,2024
Asian,Male,Not Hispanic,5,2,10,2024
Asian,Female,Not Hispanic,5,4,10,2024
TOM,Male,Not Hispanic,5,7,10,2024
TOM,Female,Not Hispanic,5,3,10,2024
White,Male,Hispanic,5,31,10,2024
White,Female,Hispanic,5,6,10,2024
Black,Male,Hispanic,5,4,10,2024
Black,Female,Hispanic,5,2,10,2024
AIAN,Male,Hispanic,5,4,10,2024
AIAN,Female,Hispanic,5,2,10,2024
Asian,Male,Hispanic,5,1,10,2024
White,Male,Not Hispanic,5,445,11,2024
White,Female,Not Hispanic,5,346,11,2024
Black,Male,Not Hispanic,5,54,11,2024
Black,Female,Not Hispanic,5,10,11,2024
AIAN,Male,Not Hispanic,5,1,11,2024
AIAN,Female,Not Hispanic,5,2,11,2024
Asian,Female,Not Hispanic,5,2,11,2024
TOM,Male,Not Hispanic,5,3,11,2024
TOM,Female,Not Hispanic,5,4,11,2024
White,Male,Hispanic,5,14,11,2024
White,Female,Hispanic,5,13,11,2024
AIAN,Female,Hispanic,5,1,11,2024
TOM,Female,Hispanic,5,1,11,2024
White,Male,Not Hispanic,5,451,12,2024
White,Female,Not Hispanic,5,431,12,2024
Black,Male,Not Hispanic,5,21,12,2024
Black,Female,Not Hispanic,5,7,12,2024
AIAN,Male,Not Hispanic,5,1,12,2024
AIAN,Female,Not Hispanic,5,1,12,2024
TOM,Female,Not Hispanic,5,3,12,2024
White,Male,Hispanic,5,17,12,2024
White,Female,Hispanic,5,5,12,2024
Black,Male,Hispanic,5,1,12,2024
AIAN,Male,Hispanic,5,1,12,2024
AIAN,Female,Hispanic,5,1,12,2024
TOM,Male,Hispanic,5,1,12,2024
White,Male,Not Hispanic,5,511,13,2024
White,Female,Not Hispanic,5,535,13,2024
Black,Male,Not Hispanic,5,30,13,2024
Black,Female,Not Hispanic,5,16,13,2024
AIAN,Male,Not Hispanic,5,1,13,2024
AIAN,Female,Not Hispanic,5,6,13,2024
Asian,Male,Not Hispanic,5,1,13,2024
Asian,Female,Not Hispanic,5,2,13,2024
TOM,Male,Not Hispanic,5,7,13,2024
TOM,Female,Not Hispanic,5,7,13,2024
White,Male,Hispanic,5,15,13,2024
White,Female,Hispanic,5,9,13,2024
Black,Female,Hispanic,5,1,13,2024
AIAN,Male,Hispanic,5,1,13,2024
AIAN,Female,Hispanic,5,1,13,2024
White,Male,Not Hispanic,5,506,14,2024
White,Female,Not Hispanic,5,490,14,2024
Black,Male,Not Hispanic,5,13,14,2024
Black,Female,Not Hispanic,5,12,14,2024
AIAN,Female,Not Hispanic,5,1,14,2024
Asian,Male,Not Hispanic,5,2,14,2024
Asian,Female,Not Hispanic,5,2,14,2024
TOM,Male,Not Hispanic,5,2,14,2024
TOM,Female,Not Hispanic,5,10,14,2024
White,Male,Hispanic,5,7,14,2024
White,Female,Hispanic,5,7,14,2024
AIAN,Male,Hispanic,5,1,14,2024
TOM,Female,Hispanic,5,2,14,2024
White,Male,Not Hispanic,5,402,15,2024
White,Female,Not Hispanic,5,466,15,2024
Black,Male,Not Hispanic,5,10,15,2024
Black,Female,Not Hispanic,5,8,15,2024
AIAN,Male,Not Hispanic,5,1,15,2024
Asian,Male,Not Hispanic,5,1,15,2024
TOM,Male,Not Hispanic,5,3,15,2024
TOM,Female,Not Hispanic,5,2,15,2024
White,Male,Hispanic,5,3,15,2024
White,Female,Hispanic,5,1,15,2024
White,Male,Not Hispanic,5,263,16,2024
White,Female,Not Hispanic,5,284,16,2024
Black,Male,Not Hispanic,5,12,16,2024
Black,Female,Not Hispanic,5,7,16,2024
AIAN,Male,Not Hispanic,5,1,16,2024
AIAN,Female,Not Hispanic,5,1,16,2024
Asian,Male,Not Hispanic,5,1,16,2024
Asian,Female,Not Hispanic,5,2,16,2024
TOM,Male,Not Hispanic,5,1,16,2024
White,Male,Hispanic,5,3,16,2024
White,Female,Hispanic,5,2,16,2024
White,Male,Not Hispanic,5,164,17,2024
White,Female,Not Hispanic,5,212,17,2024
Black,Male,Not Hispanic,5,5,17,2024
Black,Female,Not Hispanic,5,1,17,2024
Asian,Male,Not Hispanic,5,1,17,2024
Asian,Female,Not Hispanic,5,1,17,2024
NHOPI,Male,Not Hispanic,5,2,17,2024
TOM,Male,Not Hispanic,5,2,17,2024
White,Female,Hispanic,5,4,17,2024
White,Male,Not Hispanic,5,109,18,2024
White,Female,Not Hispanic,5,225,18,2024
Black,Male,Not Hispanic,5,3,18,2024
Black,Female,Not Hispanic,5,3,18,2024
AIAN,Female,Not Hispanic,5,1,18,2024
TOM,Male,Not Hispanic,5,2,18,2024
White,Male,Hispanic,5,1,18,2024
White,Female,Hispanic,5,6,18,2024
Asian,Male,Hispanic,5,1,18,2024
White,Male,Not Hispanic,7,743,1,2024
White,Female,Not Hispanic,7,673,1,2024
Black,Male,Not Hispanic,7,45,1,2024
Black,Female,Not Hispanic,7,51,1,2024
AIAN,Male,Not Hispanic,7,1,1,2024
Asian,Male,Not Hispanic,7,9,1,2024
Asian,Female,Not Hispanic,7,12,1,2024
TOM,Male,Not Hispanic,7,54,1,2024
TOM,Female,Not Hispanic,7,48,1,2024
White,Male,Hispanic,7,550,1,2024
White,Female,Hispanic,7,486,1,2024
Black,Male,Hispanic,7,18,1,2024
Black,Female,Hispanic,7,5,1,2024
AIAN,Male,Hispanic,7,11,1,2024
AIAN,Female,Hispanic,7,5,1,2024
Asian,Male,Hispanic,7,6,1,2024
Asian,Female,Hispanic,7,3,1,2024
NHOPI,Male,Hispanic,7,1,1,2024
TOM,Male,Hispanic,7,11,1,2024
TOM,Female,Hispanic,7,19,1,2024
White,Male,Not Hispanic,7,929,2,2024
White,Female,Not Hispanic,7,841,2,2024
Black,Male,Not Hispanic,7,44,2,2024
Black,Female,Not Hispanic,7,54,2,2024
AIAN,Male,Not Hispanic,7,1,2,2024
AIAN,Female,Not Hispanic,7,1,2,2024
Asian,Male,Not Hispanic,7,21,2,2024
Asian,Female,Not Hispanic,7,16,2,2024
NHOPI,Male,Not Hispanic,7,1,2,2024
TOM,Male,Not Hispanic,7,78,2,2024
TOM,Female,Not Hispanic,7,63,2,2024
White,Male,Hispanic,7,599,2,2024
White,Female,Hispanic,7,538,2,2024
Black,Male,Hispanic,7,19,2,2024
Black,Female,Hispanic,7,12,2,2024
AIAN,Male,Hispanic,7,17,2,2024
AIAN,Female,Hispanic,7,18,2,2024
Asian,Male,Hispanic,7,21,2,2024
Asian,Female,Hispanic,7,11,2,2024
NHOPI,Female,Hispanic,7,4,2,2024
TOM,Male,Hispanic,7,35,2,2024
TOM,Female,Hispanic,7,30,2,2024
White,Male,Not Hispanic,7,1014,3,2024
White,Female,Not Hispanic,7,942,3,2024
Black,Male,Not Hispanic,7,59,3,2024
Black,Female,Not Hispanic,7,63,3,2024
AIAN,Male,Not Hispanic,7,1,3,2024
AIAN,Female,Not Hispanic,7,3,3,2024
Asian,Male,Not Hispanic,7,22,3,2024
Asian,Female,Not Hispanic,7,21,3,2024
NHOPI,Female,Not Hispanic,7,1,3,2024
TOM,Male,Not Hispanic,7,69,3,2024
TOM,Female,Not Hispanic,7,56,3,2024
White,Male,Hispanic,7,589,3,2024
White,Female,Hispanic,7,587,3,2024
Black,Male,Hispanic,7,21,3,2024
Black,Female,Hispanic,7,15,3,2024
AIAN,Male,Hispanic,7,17,3,2024
AIAN,Female,Hispanic,7,22,3,2024
Asian,Male,Hispanic,7,10,3,2024
Asian,Female,Hispanic,7,3,3,2024
NHOPI,Male,Hispanic,7,1,3,2024
NHOPI,Female,Hispanic,7,1,3,2024
TOM,Male,Hispanic,7,32,3,2024
TOM,Female,Hispanic,7,17,3,2024
White,Male,Not Hispanic,7,1128,4,2024
White,Female,Not Hispanic,7,1073,4,2024
Black,Male,Not Hispanic,7,71,4,2024
Black,Female,Not Hispanic,7,40,4,2024
AIAN,Male,Not Hispanic,7,4,4,2024
AIAN,Female,Not Hispanic,7,2,4,2024
Asian,Male,Not Hispanic,7,15,4,2024
Asian,Female,Not Hispanic,7,18,4,2024
NHOPI,Female,Not Hispanic,7,2,4,2024
TOM,Male,Not Hispanic,7,63,4,2024
TOM,Female,Not Hispanic,7,50,4,2024
White,Male,Hispanic,7,701,4,2024
White,Female,Hispanic,7,659,4,2024
Black,Male,Hispanic,7,15,4,2024
Black,Female,Hispanic,7,19,4,2024
AIAN,Male,Hispanic,7,40,4,2024
AIAN,Female,Hispanic,7,20,4,2024
Asian,Male,Hispanic,7,9,4,2024
Asian,Female,Hispanic,7,4,4,2024
NHOPI,Female,Hispanic,7,3,4,2024
TOM,Male,Hispanic,7,45,4,2024
TOM,Female,Hispanic,7,37,4,2024
White,Male,Not Hispanic,7,963,5,2024
White,Female,Not Hispanic,7,883,5,2024
Black,Male,Not Hispanic,7,62,5,2024
Black,Female,Not Hispanic,7,54,5,2024
AIAN,Male,Not Hispanic,7,3,5,2024
AIAN,Female,Not Hispanic,7,3,5,2024
Asian,Male,Not Hispanic,7,29,5,2024
Asian,Female,Not Hispanic,7,53,5,2024
TOM,Male,Not Hispanic,7,56,5,2024
TOM,Female,Not Hispanic,7,29,5,2024
White,Male,Hispanic,7,650,5,2024
White,Female,Hispanic,7,617,5,2024
Black,Male,Hispanic,7,19,5,2024
Black,Female,Hispanic,7,12,5,2024
AIAN,Male,Hispanic,7,29,5,2024
AIAN,Female,Hispanic,7,21,5,2024
Asian,Male,Hispanic,7,7,5,2024
Asian,Female,Hispanic,7,4,5,2024
NHOPI,Male,Hispanic,7,1,5,2024
NHOPI,Female,Hispanic,7,1,5,2024
TOM,Male,Hispanic,7,32,5,2024
TOM,Female,Hispanic,7,19,5,2024
White,Male,Not Hispanic,7,861,6,2024
White,Female,Not Hispanic,7,794,6,2024
Black,Male,Not Hispanic,7,57,6,2024
Black,Female,Not Hispanic,7,36,6,2024
AIAN,Male,Not Hispanic,7,2,6,2024
AIAN,Female,Not Hispanic,7,3,6,2024
Asian,Male,Not Hispanic,7,14,6,2024
Asian,Female,Not Hispanic,7,13,6,2024
NHOPI,Male,Not Hispanic,7,2,6,2024
TOM,Male,Not Hispanic,7,42,6,2024
TOM,Female,Not Hispanic,7,29,6,2024
White,Male,Hispanic,7,460,6,2024
White,Female,Hispanic,7,580,6,2024
Black,Male,Hispanic,7,8,6,2024
Black,Female,Hispanic,7,7,6,2024
AIAN,Male,Hispanic,7,18,6,2024
AIAN,Female,Hispanic,7,12,6,2024
Asian,Male,Hispanic,7,5,6,2024
Asian,Female,Hispanic,7,7,6,2024
NHOPI,Male,Hispanic,7,1,6,2024
NHOPI,Female,Hispanic,7,3,6,2024
TOM,Male,Hispanic,7,19,6,2024
TOM,Female,Hispanic,7,17,6,2024
White,Male,Not Hispanic,7,954,7,2024
White,Female,Not Hispanic,7,938,7,2024
Black,Male,Not Hispanic,7,70,7,2024
Black,Female,Not Hispanic,7,36,7,2024
AIAN,Male,Not Hispanic,7,2,7,2024
AIAN,Female,Not Hispanic,7,5,7,2024
Asian,Male,Not Hispanic,7,11,7,2024
Asian,Female,Not Hispanic,7,11,7,2024
NHOPI,Female,Not Hispanic,7,1,7,2024
TOM,Male,Not Hispanic,7,24,7,2024
TOM,Female,Not Hispanic,7,23,7,2024
White,Male,Hispanic,7,440,7,2024
White,Female,Hispanic,7,448,7,2024
Black,Male,Hispanic,7,15,7,2024
Black,Female,Hispanic,7,6,7,2024
AIAN,Male,Hispanic,7,16,7,2024
AIAN,Female,Hispanic,7,19,7,2024
Asian,Male,Hispanic,7,1,7,2024
Asian,Female,Hispanic,7,2,7,2024
NHOPI,Male,Hispanic,7,2,7,2024
NHOPI,Female,Hispanic,7,1,7,2024
TOM,Male,Hispanic,7,18,7,2024
TOM,Female,Hispanic,7,10,7,2024
White,Male,Not Hispanic,7,931,8,2024
White,Female,Not Hispanic,7,1036,8,2024
Black,Male,Not Hispanic,7,54,8,2024
Black,Female,Not Hispanic,7,52,8,2024
AIAN,Male,Not Hispanic,7,2,8,2024
AIAN,Female,Not Hispanic,7,3,8,2024
Asian,Male,Not Hispanic,7,29,8,2024
Asian,Female,Not Hispanic,7,35,8,2024
NHOPI,Male,Not Hispanic,7,2,8,2024
NHOPI,Female,Not Hispanic,7,1,8,2024
TOM,Male,Not Hispanic,7,13,8,2024
TOM,Female,Not Hispanic,7,13,8,2024
White,Male,Hispanic,7,470,8,2024
White,Female,Hispanic,7,345,8,2024
Black,Male,Hispanic,7,16,8,2024
Black,Female,Hispanic,7,12,8,2024
AIAN,Male,Hispanic,7,13,8,2024
AIAN,Female,Hispanic,7,18,8,2024
Asian,Male,Hispanic,7,2,8,2024
Asian,Female,Hispanic,7,6,8,2024
NHOPI,Male,Hispanic,7,1,8,2024
NHOPI,Female,Hispanic,7,1,8,2024
TOM,Male,Hispanic,7,16,8,2024
TOM,Female,Hispanic,7,16,8,2024
White,Male,Not Hispanic,7,1071,9,2024
White,Female,Not Hispanic,7,1147,9,2024
Black,Male,Not Hispanic,7,48,9,2024
Black,Female,Not Hispanic,7,47,9,2024
AIAN,Male,Not Hispanic,7,1,9,2024
AIAN,Female,Not Hispanic,7,3,9,2024
Asian,Male,Not Hispanic,7,26,9,2024
Asian,Female,Not Hispanic,7,21,9,2024
NHOPI,Male,Not Hispanic,7,1,9,2024
TOM,Male,Not Hispanic,7,13,9,2024
TOM,Female,Not Hispanic,7,15,9,2024
White,Male,Hispanic,7,465,9,2024
White,Female,Hispanic,7,445,9,2024
Black,Male,Hispanic,7,10,9,2024
Black,Female,Hispanic,7,6,9,2024
AIAN,Male,Hispanic,7,11,9,2024
AIAN,Female,Hispanic,7,16,9,2024
Asian,Male,Hispanic,7,9,9,2024
Asian,Female,Hispanic,7,2,9,2024
NHOPI,Male,Hispanic,7,6,9,2024
TOM,Male,Hispanic,7,20,9,2024
TOM,Female,Hispanic,7,18,9,2024
White,Male,Not Hispanic,7,1068,10,2024
White,Female,Not Hispanic,7,1083,10,2024
Black,Male,Not Hispanic,7,42,10,2024
Black,Female,Not Hispanic,7,35,10,2024
AIAN,Female,Not Hispanic,7,1,10,2024
Asian,Male,Not Hispanic,7,25,10,2024
Asian,Female,Not Hispanic,7,26,10,2024
TOM,Male,Not Hispanic,7,10,10,2024
TOM,Female,Not Hispanic,7,12,10,2024
White,Male,Hispanic,7,418,10,2024
White,Female,Hispanic,7,400,10,2024
Black,Male,Hispanic,7,9,10,2024
Black,Female,Hispanic,7,8,10,2024
AIAN,Male,Hispanic,7,25,10,2024
AIAN,Female,Hispanic,7,13,10,2024
Asian,Male,Hispanic,7,2,10,2024
Asian,Female,Hispanic,7,3,10,2024
NHOPI,Male,Hispanic,7,2,10,2024
NHOPI,Female,Hispanic,7,1,10,2024
TOM,Male,Hispanic,7,16,10,2024
TOM,Female,Hispanic,7,26,10,2024
White,Male,Not Hispanic,7,1282,11,2024
White,Female,Not Hispanic,7,1293,11,2024
Black,Male,Not Hispanic,7,59,11,2024
Black,Female,Not Hispanic,7,41,11,2024
AIAN,Male,Not Hispanic,7,5,11,2024
AIAN,Female,Not Hispanic,7,9,11,2024
Asian,Male,Not Hispanic,7,23,11,2024
Asian,Female,Not Hispanic,7,62,11,2024
NHOPI,Female,Not Hispanic,7,1,11,2024
TOM,Male,Not Hispanic,7,18,11,2024
TOM,Female,Not Hispanic,7,16,11,2024
White,Male,Hispanic,7,446,11,2024
White,Female,Hispanic,7,376,11,2024
Black,Male,Hispanic,7,11,11,2024
Black,Female,Hispanic,7,3,11,2024
AIAN,Male,Hispanic,7,13,11,2024
AIAN,Female,Hispanic,7,17,11,2024
Asian,Male,Hispanic,7,4,11,2024
Asian,Female,Hispanic,7,1,11,2024
NHOPI,Male,Hispanic,7,1,11,2024
NHOPI,Female,Hispanic,7,1,11,2024
TOM,Male,Hispanic,7,16,11,2024
TOM,Female,Hispanic,7,16,11,2024
White,Male,Not Hispanic,7,1447,12,2024
White,Female,Not Hispanic,7,1391,12,2024
Black,Male,Not Hispanic,7,44,12,2024
Black,Female,Not Hispanic,7,39,12,2024
AIAN,Male,Not Hispanic,7,4,12,2024
AIAN,Female,Not Hispanic,7,3,12,2024
Asian,Male,Not Hispanic,7,20,12,2024
Asian,Female,Not Hispanic,7,31,12,2024
NHOPI,Male,Not Hispanic,7,1,12,2024
NHOPI,Female,Not Hispanic,7,1,12,2024
TOM,Male,Not Hispanic,7,8,12,2024
TOM,Female,Not Hispanic,7,6,12,2024
White,Male,Hispanic,7,330,12,2024
White,Female,Hispanic,7,270,12,2024
Black,Male,Hispanic,7,5,12,2024
Black,Female,Hispanic,7,6,12,2024
AIAN,Male,Hispanic,7,19,12,2024
AIAN,Female,Hispanic,7,8,12,2024
Asian,Male,Hispanic,7,3,12,2024
Asian,Female,Hispanic,7,3,12,2024
NHOPI,Female,Hispanic,7,2,12,2024
TOM,Male,Hispanic,7,12,12,2024
TOM,Female,Hispanic,7,9,12,2024
White,Male,Not Hispanic,7,1417,13,2024
White,Female,Not Hispanic,7,1397,13,2024
Black,Male,Not Hispanic,7,37,13,2024
Black,Female,Not Hispanic,7,32,13,2024
AIAN,Male,Not Hispanic,7,3,13,2024
AIAN,Female,Not Hispanic,7,2,13,2024
Asian,Male,Not Hispanic,7,17,13,2024
Asian,Female,Not Hispanic,7,30,13,2024
TOM,Male,Not Hispanic,7,12,13,2024
TOM,Female,Not Hispanic,7,6,13,2024
White,Male,Hispanic,7,227,13,2024
White,Female,Hispanic,7,199,13,2024
Black,Male,Hispanic,7,4,13,2024
Black,Female,Hispanic,7,1,13,2024
AIAN,Male,Hispanic,7,4,13,2024
AIAN,Female,Hispanic,7,5,13,2024
Asian,Male,Hispanic,7,4,13,2024
Asian,Female,Hispanic,7,2,13,2024
NHOPI,Male,Hispanic,7,1,13,2024
TOM,Male,Hispanic,7,7,13,2024
TOM,Female,Hispanic,7,4,13,2024
White,Male,Not Hispanic,7,1285,14,2024
White,Female,Not Hispanic,7,1326,14,2024
Black,Male,Not Hispanic,7,37,14,2024
Black,Female,Not Hispanic,7,21,14,2024
AIAN,Male,Not Hispanic,7,1,14,2024
AIAN,Female,Not Hispanic,7,4,14,2024
Asian,Male,Not Hispanic,7,17,14,2024
Asian,Female,Not Hispanic,7,22,14,2024
NHOPI,Female,Not Hispanic,7,1,14,2024
TOM,Male,Not Hispanic,7,11,14,2024
TOM,Female,Not Hispanic,7,12,14,2024
White,Male,Hispanic,7,163,14,2024
White,Female,Hispanic,7,137,14,2024
Black,Male,Hispanic,7,1,14,2024
Black,Female,Hispanic,7,6,14,2024
AIAN,Male,Hispanic,7,4,14,2024
AIAN,Female,Hispanic,7,6,14,2024
Asian,Female,Hispanic,7,1,14,2024
NHOPI,Male,Hispanic,7,1,14,2024
NHOPI,Female,Hispanic,7,1,14,2024
TOM,Male,Hispanic,7,6,14,2024
TOM,Female,Hispanic,7,4,14,2024
White,Male,Not Hispanic,7,1026,15,2024
White,Female,Not Hispanic,7,1096,15,2024
Black,Male,Not Hispanic,7,15,15,2024
Black,Female,Not Hispanic,7,28,15,2024
AIAN,Male,Not Hispanic,7,4,15,2024
AIAN,Female,Not Hispanic,7,1,15,2024
Asian,Male,Not Hispanic,7,14,15,2024
Asian,Female,Not Hispanic,7,25,15,2024
TOM,Male,Not Hispanic,7,1,15,2024
TOM,Female,Not Hispanic,7,3,15,2024
White,Male,Hispanic,7,99,15,2024
White,Female,Hispanic,7,90,15,2024
Black,Female,Hispanic,7,3,15,2024
AIAN,Male,Hispanic,7,6,15,2024
AIAN,Female,Hispanic,7,5,15,2024
Asian,Female,Hispanic,7,1,15,2024
NHOPI,Male,Hispanic,7,1,15,2024
NHOPI,Female,Hispanic,7,1,15,2024
TOM,Male,Hispanic,7,2,15,2024
TOM,Female,Hispanic,7,6,15,2024
White,Male,Not Hispanic,7,745,16,2024
White,Female,Not Hispanic,7,929,16,2024
Black,Male,Not Hispanic,7,10,16,2024
Black,Female,Not Hispanic,7,9,16,2024
AIAN,Male,Not Hispanic,7,1,16,2024
AIAN,Female,Not Hispanic,7,5,16,2024
Asian,Male,Not Hispanic,7,9,16,2024
Asian,Female,Not Hispanic,7,12,16,2024
NHOPI,Male,Not Hispanic,7,1,16,2024
TOM,Male,Not Hispanic,7,6,16,2024
TOM,Female,Not Hispanic,7,6,16,2024
White,Male,Hispanic,7,64,16,2024
White,Female,Hispanic,7,53,16,2024
Black,Female,Hispanic,7,1,16,2024
AIAN,Male,Hispanic,7,2,16,2024
AIAN,Female,Hispanic,7,4,16,2024
Asian,Male,Hispanic,7,3,16,2024
Asian,Female,Hispanic,7,2,16,2024
TOM,Male,Hispanic,7,2,16,2024
TOM,Female,Hispanic,7,2,16,2024
White,Male,Not Hispanic,7,546,17,2024
White,Female,Not Hispanic,7,609,17,2024
Black,Male,Not Hispanic,7,4,17,2024
Black,Female,Not Hispanic,7,3,17,2024
AIAN,Male,Not Hispanic,7,2,17,2024
Asian,Male,Not Hispanic,7,8,17,2024
Asian,Female,Not Hispanic,7,4,17,2024
TOM,Male,Not Hispanic,7,6,17,2024
TOM,Female,Not Hispanic,7,3,17,2024
White,Male,Hispanic,7,20,17,2024
White,Female,Hispanic,7,34,17,2024
Black,Male,Hispanic,7,2,17,2024
Black,Female,Hispanic,7,1,17,2024
AIAN,Male,Hispanic,7,2,17,2024
AIAN,Female,Hispanic,7,1,17,2024
TOM,Male,Hispanic,7,2,17,2024
TOM,Female,Hispanic,7,1,17,2024
White,Male,Not Hispanic,7,324,18,2024
White,Female,Not Hispanic,7,503,18,2024
Black,Male,Not Hispanic,7,5,18,2024
Black,Female,Not Hispanic,7,4,18,2024
AIAN,Male,Not Hispanic,7,5,18,2024
AIAN,Female,Not Hispanic,7,2,18,2024
Asian,Male,Not Hispanic,7,7,18,2024
Asian,Female,Not Hispanic,7,12,18,2024
TOM,Male,Not Hispanic,7,4,18,2024
TOM,Female,Not Hispanic,7,4,18,2024
White,Male,Hispanic,7,23,18,2024
White,Female,Hispanic,7,23,18,2024
Black,Male,Hispanic,7,1,18,2024
Black,Female,Hispanic,7,2,18,2024
AIAN,Male,Hispanic,7,1,18,2024
AIAN,Female,Hispanic,7,2,18,2024
Asian,Male,Hispanic,7,1,18,2024
TOM,Male,Hispanic,7,2,18,2024
TOM,Female,Hispanic,7,2,18,2024
White,Male,Not Hispanic,9,144,1,2024
White,Female,Not Hispanic,9,110,1,2024
Black,Male,Not Hispanic,9,1,1,2024
Black,Female,Not Hispanic,9,1,1,2024
TOM,Male,Not Hispanic,9,3,1,2024
TOM,Female,Not Hispanic,9,2,1,2024
White,Male,Hispanic,9,5,1,2024
White,Female,Hispanic,9,9,1,2024
TOM,Female,Hispanic,9,1,1,2024
White,Male,Not Hispanic,9,151,2,2024
White,Female,Not Hispanic,9,120,2,2024
Black,Female,Not Hispanic,9,1,2,2024
AIAN,Male,Not Hispanic,9,2,2,2024
NHOPI,Female,Not Hispanic,9,1,2,2024
TOM,Male,Not Hispanic,9,2,2,2024
TOM,Female,Not Hispanic,9,2,2,2024
White,Male,Hispanic,9,4,2,2024
White,Female,Hispanic,9,6,2,2024
Asian,Male,Hispanic,9,2,2,2024
White,Male,Not Hispanic,9,136,3,2024
White,Female,Not Hispanic,9,120,3,2024
Black,Male,Not Hispanic,9,1,3,2024
Black,Female,Not Hispanic,9,2,3,2024
AIAN,Male,Not Hispanic,9,1,3,2024
TOM,Male,Not Hispanic,9,3,3,2024
TOM,Female,Not Hispanic,9,1,3,2024
White,Male,Hispanic,9,2,3,2024
White,Female,Hispanic,9,7,3,2024
Black,Male,Hispanic,9,1,3,2024
TOM,Male,Hispanic,9,2,3,2024
White,Male,Not Hispanic,9,130,4,2024
White,Female,Not Hispanic,9,133,4,2024
Black,Male,Not Hispanic,9,38,4,2024
Black,Female,Not Hispanic,9,5,4,2024
Asian,Female,Not Hispanic,9,1,4,2024
TOM,Male,Not Hispanic,9,1,4,2024
TOM,Female,Not Hispanic,9,1,4,2024
White,Male,Hispanic,9,8,4,2024
White,Female,Hispanic,9,6,4,2024
Black,Male,Hispanic,9,1,4,2024
AIAN,Male,Hispanic,9,2,4,2024
Asian,Male,Hispanic,9,1,4,2024
White,Male,Not Hispanic,9,158,5,2024
White,Female,Not Hispanic,9,99,5,2024
Black,Male,Not Hispanic,9,185,5,2024
Black,Female,Not Hispanic,9,2,5,2024
AIAN,Male,Not Hispanic,9,2,5,2024
Asian,Male,Not Hispanic,9,3,5,2024
Asian,Female,Not Hispanic,9,1,5,2024
TOM,Male,Not Hispanic,9,3,5,2024
TOM,Female,Not Hispanic,9,4,5,2024
White,Male,Hispanic,9,22,5,2024
White,Female,Hispanic,9,1,5,2024
Black,Male,Hispanic,9,3,5,2024
Black,Female,Hispanic,9,2,5,2024
AIAN,Male,Hispanic,9,20,5,2024
TOM,Male,Hispanic,9,6,5,2024
White,Male,Not Hispanic,9,162,6,2024
White,Female,Not Hispanic,9,93,6,2024
Black,Male,Not Hispanic,9,205,6,2024
Black,Female,Not Hispanic,9,2,6,2024
Asian,Male,Not Hispanic,9,4,6,2024
TOM,Male,Not Hispanic,9,3,6,2024
TOM,Female,Not Hispanic,9,2,6,2024
White,Male,Hispanic,9,32,6,2024
White,Female,Hispanic,9,5,6,2024
Black,Male,Hispanic,9,5,6,2024
Black,Female,Hispanic,9,1,6,2024
